Make,,Make_Year,CC,Assembly,Registered City,Transmission,,Price,Categories
Honda,,2020,1500,Local,Un-Registered,Automatic,,3050000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Manual,,2900000,25-50 lac
Honda,,2014,1500,Imported,Karachi,Automatic,,3750000,25-50 lac
Audi,,2015,1800,Imported,Karachi,Automatic,,10500000,25-50 lac
Toyota,,2018,1800,Local,Karachi,Automatic,,3800000,FALSE
Toyota,,2012,1600,Local,Karachi,Automatic,,2150000,25-50 lac
Toyota,,2005,2500,Local,Karachi,Automatic,,2950000,20-25 lac
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,19900000,25-50 lac
Honda,,2017,1800,Local,Lahore,Automatic,,3525000,FALSE
Toyota,,2019,1300,Local,Karachi,Automatic,,3300000,25-50 lac
Suzuki,,2017,800,Local,Karachi,Manual,,775000,25-50 lac
Toyota,,2013,1600,Local,Karachi,Automatic,,2325000,5-10 lac
Toyota,,2013,1600,Local,Karachi,Automatic,,2200000,20-25 lac
Toyota,,2014,1300,Local,Lahore,Automatic,,2250000,20-25 lac
Toyota,,2019,1600,Local,Islamabad,Automatic,,3600000,20-25 lac
Hyundai,,2021,2000,Local,Un-Registered,Automatic,,6300000,25-50 lac
Toyota,,2021,1500,Local,Un-Registered,Automatic,,3160000,50-100 lac
Toyota,,2020,1300,Local,Un-Registered,Manual,,3100000,25-50 lac
Honda,,2006,1300,Imported,Karachi,Manual,,1400000,25-50 lac
Honda,,2019,1800,Local,Islamabad,Automatic,,4060000,10-15 lac
Toyota,,2017,1500,Imported,Lahore,Automatic,,2400000,25-50 lac
Honda,,2006,1300,Local,Lahore,Manual,,1265000,20-25 lac
Toyota,,2013,4600,Imported,Lahore,Automatic,,6500000,10-15 lac
Honda,,2007,1300,Local,Karachi,Automatic,,1295000,50-100 lac
Honda,,2016,1500,Local,Karachi,Automatic,,3285000,10-15 lac
Suzuki,,2005,1000,Local,Karachi,Manual,,480000,25-50 lac
Toyota,,2009,1300,Local,Lahore,Manual,,2200000,under 5 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,6550000,20-25 lac
Honda,,2020,1800,Local,Un-Registered,Automatic,,4350000,50-100 lac
Toyota,,2020,1500,Local,Karachi,Automatic,,3125000,25-50 lac
Suzuki,,2014,1300,Local,Karachi,Manual,,1385000,25-50 lac
Daihatsu,,2010,660,Imported,Karachi,Automatic,,1100000,10-15 lac
BMW,,2003,2200,Imported,Karachi,Automatic,,2250000,10-15 lac
Honda,,2018,1500,Local,Karachi,Automatic,,3075000,20-25 lac
Honda,,2018,1800,Local,Karachi,Automatic,,3800000,25-50 lac
Toyota,,2016,2500,Imported,Karachi,Automatic,,5375000,25-50 lac
Honda,,2019,1800,Local,Karachi,Automatic,,4075000,50-100 lac
Toyota,,2015,2700,Local,Karachi,Automatic,,7300000,25-50 lac
Daihatsu,,2017,660,Imported,Un-Registered,Automatic,,2100000,50-100 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3000000,20-25 lac
Toyota,,2015,2700,Imported,Un-Registered,Automatic,,16900000,25-50 lac
Toyota,,2017,1500,Imported,Un-Registered,Automatic,,3525000,FALSE
Honda,,2017,1800,Local,Lahore,Automatic,,3690000,25-50 lac
Honda,,2014,1800,Local,Islamabad,Automatic,,2950000,25-50 lac
Suzuki,,2013,1000,Local,Karachi,Manual,,1015000,25-50 lac
Suzuki,,2002,1000,Local,Karachi,Manual,,575000,10-15 lac
Honda,,2007,1500,Local,Lahore,Automatic,,1365000,5-10 lac
Suzuki,,2018,800,Local,Lahore,Manual,,1025000,10-15 lac
Toyota,,2005,1300,Local,Karachi,Manual,,1235000,10-15 lac
Suzuki,,2019,660,Local,Multan,Manual,,1400000,10-15 lac
Honda,,2019,1800,Local,Lahore,Automatic,,4000000,10-15 lac
Toyota,,2006,2500,Local,Lahore,Automatic,,3300000,25-50 lac
Toyota,,2014,1000,Imported,Islamabad,Automatic,,2190000,25-50 lac
Toyota,,2013,1000,Imported,Islamabad,Automatic,,2150000,20-25 lac
Suzuki,,2006,1000,Local,Lahore,Manual,,600000,20-25 lac
Toyota,,2015,1800,Local,Islamabad,Automatic,,3150000,5-10 lac
Honda,,2018,1500,Local,Karachi,Automatic,,3050000,25-50 lac
Toyota,,2011,1300,Local,Lahore,Manual,,1630000,25-50 lac
Suzuki,,1990,800,Local,Karachi,Manual,,295000,15-20 lac
Honda,,2018,1500,Local,Lahore,Manual,,2400000,under 5 lac
Toyota,,2006,3000,Imported,Islamabad,Automatic,,7700000,20-25 lac
Suzuki,,2017,1000,Local,Karachi,Manual,,1370000,50-100 lac
Suzuki,,2005,1000,Local,Karachi,Manual,,250000,10-15 lac
Suzuki,,2017,660,Imported,Un-Registered,Automatic,,1950000,under 5 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3790000,15-20 lac
Toyota,,2011,2700,Imported,Islamabad,Automatic,,12200000,25-50 lac
Toyota,,2013,1600,Local,Islamabad,Automatic,,2270000,FALSE
Suzuki,,2019,1500,Local,Rawalpindi,Manual,,1950000,20-25 lac
Suzuki,,2019,1000,Local,Lahore,Manual,,1660000,15-20 lac
Suzuki,,2020,1000,Local,Lahore,Manual,,2175000,15-20 lac
Suzuki,,2017,800,Local,Lahore,Manual,,950000,20-25 lac
Toyota,,2012,2700,Imported,Islamabad,Automatic,,13500000,5-10 lac
Toyota,,2018,1500,Imported,Un-Registered,Automatic,,4200000,FALSE
Suzuki,,2006,1000,Local,Karachi,Manual,,400000,25-50 lac
Toyota,,2007,1500,Imported,Karachi,Automatic,,2210000,under 5 lac
Honda,,2002,1500,Local,Islamabad,Automatic,,1050000,20-25 lac
Nissan,,2006,1300,Imported,Islamabad,Manual,,1185000,10-15 lac
Toyota,,2015,1300,Local,Karachi,Automatic,,2030000,10-15 lac
Toyota,,2013,1300,Local,Lahore,Manual,,1750000,20-25 lac
Suzuki,,2014,800,Local,Islamabad,Manual,,750000,15-20 lac
Honda,,2020,1800,Local,Islamabad,Automatic,,4300000,5-10 lac
Toyota,,2015,1300,Local,Islamabad,Manual,,2525000,25-50 lac
Honda,,2005,1500,Local,Multan,Manual,,950000,25-50 lac
Toyota,,2016,1300,Local,Karachi,Automatic,,2670000,5-10 lac
Honda,,2014,1300,Local,Islamabad,Manual,,1935000,25-50 lac
Suzuki,,2017,1000,Local,Karachi,Manual,,1615000,15-20 lac
Toyota,,2013,1600,Local,Islamabad,Automatic,,1970000,15-20 lac
Suzuki,,2007,1000,Local,Karachi,Manual,,410000,15-20 lac
Toyota,,2018,1600,Local,Islamabad,Automatic,,3300000,under 5 lac
Toyota,,2014,1300,Local,Karachi,Manual,,1920000,25-50 lac
Toyota,,1995,1500,Imported,Islamabad,Manual,,1400000,15-20 lac
Toyota,,2013,1600,Local,Islamabad,Manual,,2800000,10-15 lac
KIA,,2021,2000,Local,Un-Registered,Automatic,,5770000,25-50 lac
Toyota,,2015,2700,Imported,Un-Registered,Automatic,,17200000,50-100 lac
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,18200000,FALSE
Toyota,,2017,2700,Imported,Un-Registered,Automatic,,23500000,FALSE
Lexus,,2011,3500,Imported,Lahore,Automatic,,8500000,FALSE
Honda,,2013,1800,Local,Karachi,Automatic,,2400000,50-100 lac
Honda,,2016,1500,Imported,Un-Registered,Automatic,,4835000,20-25 lac
Honda,,2015,1500,Imported,Lahore,Automatic,,3295000,25-50 lac
KIA,,2021,2000,Local,Un-Registered,Automatic,,5600000,25-50 lac
Honda,,2018,1300,Local,Lahore,Automatic,,2650000,50-100 lac
Toyota,,2010,1000,Imported,Islamabad,Automatic,,1595000,25-50 lac
Hyundai,,2021,2000,Local,Quetta,Automatic,,5745000,15-20 lac
Suzuki,,2007,1000,Local,Faisalabad,Manual,,570000,50-100 lac
Suzuki,,2004,1000,Local,Karachi,Manual,,530000,5-10 lac
Toyota,,2016,2700,Imported,Lahore,Automatic,,4500000,5-10 lac
Daihatsu,,2009,660,Imported,Karachi,Automatic,,1275000,25-50 lac
Suzuki,,2012,1000,Local,Lahore,Manual,,1100000,10-15 lac
Daihatsu,,2013,660,Imported,Karachi,Automatic,,1285000,10-15 lac
Suzuki,,2019,1000,Local,Islamabad,Manual,,1750000,10-15 lac
Suzuki,,2020,1000,Local,Lodhran,Manual,,2140000,15-20 lac
Mitsubishi,,2011,660,Imported,Faisalabad,Automatic,,1185000,20-25 lac
Suzuki,,2012,1000,Local,Karachi,Manual,,930000,10-15 lac
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,19500000,5-10 lac
Suzuki,,2018,800,Local,Karachi,Manual,,980000,FALSE
Honda,,1999,1600,Local,Lahore,Manual,,950000,5-10 lac
Toyota,,2012,1800,Imported,Islamabad,Automatic,,2750000,5-10 lac
Toyota,,2010,1500,Imported,Karachi,Automatic,,3300000,25-50 lac
Toyota,,2021,1500,Local,Un-Registered,Automatic,,3260000,25-50 lac
Toyota,,2021,1800,Local,Un-Registered,Manual,,4555000,25-50 lac
Honda,,2014,1500,Imported,Islamabad,Automatic,,3500000,25-50 lac
Daihatsu,,2012,660,Imported,Islamabad,Automatic,,1235000,25-50 lac
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,18300000,10-15 lac
Toyota,,2014,1000,Imported,Lahore,Automatic,,2160000,FALSE
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2485000,20-25 lac
Suzuki,,2012,660,Imported,Lahore,Automatic,,1275000,20-25 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2575000,10-15 lac
Toyota,,2019,1600,Local,Islamabad,Automatic,,3425000,25-50 lac
Toyota,,2019,3000,Local,Karachi,Automatic,,7300000,25-50 lac
Toyota,,2017,1300,Local,Karachi,Automatic,,2864000,50-100 lac
Suzuki,,1998,100,Imported,Lahore,Manual,,410000,25-50 lac
Daihatsu,,2011,660,Imported,Lahore,Automatic,,1100000,under 5 lac
Suzuki,,2012,1000,Local,Islamabad,Manual,,1110000,10-15 lac
Honda,,2017,1800,Local,Islamabad,Automatic,,3520000,10-15 lac
Honda,,2021,1500,Local,Karachi,Automatic,,3150000,25-50 lac
Toyota,,2012,1300,Local,Islamabad,Manual,,1745000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Manual,,2995000,15-20 lac
Suzuki,,1997,1000,Local,Lahore,Manual,,420000,25-50 lac
Toyota,,2004,3400,Imported,Islamabad,Automatic,,7600000,under 5 lac
Toyota,,2006,1800,Local,Karachi,Automatic,,1550000,50-100 lac
Toyota,,2019,1600,Local,Lahore,Automatic,,3525000,15-20 lac
Honda,,2014,1800,Local,Lahore,Automatic,,2625000,25-50 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3875000,25-50 lac
Suzuki,,1998,800,Local,Lahore,Manual,,390000,25-50 lac
Toyota,,2019,1300,Local,Islamabad,Automatic,,3325000,under 5 lac
Suzuki,,2019,660,Local,Lahore,Manual,,1430000,25-50 lac
Honda,,2021,1800,Local,Un-Registered,Automatic,,4525000,10-15 lac
Suzuki,,2010,1000,Local,Karachi,Manual,,880000,25-50 lac
Suzuki,,2017,800,Local,Karachi,Manual,,825000,5-10 lac
Honda,,2021,1500,Local,Un-Registered,Automatic,,3070000,5-10 lac
Honda,,2007,1800,Local,Islamabad,Automatic,,1720000,25-50 lac
Toyota,,2021,1500,Local,Un-Registered,Automatic,,3165000,15-20 lac
MG,,2021,1500,Local,Un-Registered,Automatic,,6375000,25-50 lac
KIA,,2021,2000,Local,Un-Registered,Automatic,,5690000,50-100 lac
Honda,,2021,1800,Local,Un-Registered,Automatic,,4350000,50-100 lac
Daihatsu,,2015,660,Imported,Un-Registered,Automatic,,1650000,25-50 lac
Toyota,,2010,2700,Imported,Lahore,Automatic,,12600000,15-20 lac
Honda,,2004,1500,Local,Lahore,Manual,,1085000,FALSE
Toyota,,2014,1500,Imported,Lahore,Automatic,,2495000,10-15 lac
Suzuki,,2011,1000,Local,Lahore,Manual,,975000,20-25 lac
Toyota,,2017,1000,Imported,Lahore,Automatic,,2590000,5-10 lac
Honda,,2015,1800,Local,Lahore,Automatic,,2395000,25-50 lac
Honda,,2021,1500,Local,Un-Registered,Automatic,,4900000,20-25 lac
Honda,,2013,1800,Local,Islamabad,Automatic,,2490000,25-50 lac
Toyota,,2017,1500,Imported,Hyderabad,Automatic,,3350000,20-25 lac
Honda,,2012,1800,Local,Karachi,Automatic,,2375000,25-50 lac
Toyota,,2018,1500,Local,Karachi,Automatic,,4800000,20-25 lac
Toyota,,2015,1800,Imported,Karachi,Automatic,,2500000,25-50 lac
Suzuki,,2021,1000,Local,Lahore,Manual,,330000,20-25 lac
Toyota,,2001,1600,Local,Islamabad,Manual,,1000000,under 5 lac
Toyota,,2010,2700,Imported,Karachi,Automatic,,10700000,5-10 lac
Suzuki,,2021,660,Local,Lahore,Automatic,,800000,FALSE
Suzuki,,2007,1000,Local,Faisalabad,Manual,,730000,5-10 lac
Suzuki,,2019,660,Local,Islamabad,Automatic,,1550000,5-10 lac
Honda,,2012,1800,Local,Islamabad,Manual,,1850000,15-20 lac
Honda,,2020,1800,Local,Un-Registered,Automatic,,4150000,15-20 lac
Honda,,2019,1500,Local,Islamabad,Automatic,,2950000,25-50 lac
Toyota,,2005,2700,Imported,Karachi,Automatic,,7000000,25-50 lac
Honda,,2014,1500,Imported,Islamabad,Automatic,,3650000,50-100 lac
Honda,,2017,1500,Local,Karachi,Automatic,,2900000,25-50 lac
Suzuki,,2020,1000,Local,Islamabad,Manual,,2115000,25-50 lac
Toyota,,2017,1000,Imported,Islamabad,Automatic,,2700000,20-25 lac
Toyota,,2019,2700,Local,Islamabad,Automatic,,9140000,25-50 lac
Honda,,2013,1300,Local,Islamabad,Manual,,1910000,50-100 lac
Honda,,2017,1800,Local,Lahore,Automatic,,3500000,15-20 lac
Suzuki,,2007,660,Imported,Islamabad,Automatic,,1180000,25-50 lac
Suzuki,,2019,1000,Local,Karachi,Manual,,1750000,10-15 lac
Toyota,,2021,1500,Local,Un-Registered,Automatic,,3165000,15-20 lac
Toyota,,2016,1500,Imported,Un-Registered,Automatic,,3425000,25-50 lac
Honda,,2017,1800,Local,Lahore,Automatic,,3685000,25-50 lac
Toyota,,2018,1600,Local,Lahore,Automatic,,3375000,25-50 lac
Subaru,,2018,660,Imported,Un-Registered,Automatic,,1825000,25-50 lac
Suzuki,,2016,1000,Local,Lahore,Manual,,1450000,15-20 lac
Suzuki,,2004,800,Local,Sialkot,Manual,,375000,10-15 lac
Suzuki,,2019,1000,Local,Lahore,Manual,,1450000,under 5 lac
Suzuki,,2009,1000,Local,Lahore,Manual,,825000,10-15 lac
Suzuki,,2002,1000,Local,Lahore,Manual,,540000,5-10 lac
Toyota,,2007,2500,Imported,Islamabad,Manual,,2625000,5-10 lac
Toyota,,2004,2000,Local,Karachi,Manual,,975000,25-50 lac
Toyota,,1990,1500,Local,Lahore,Manual,,715000,5-10 lac
Suzuki,,2012,1000,Local,Multan,Manual,,900000,5-10 lac
Toyota,,2017,1300,Local,Karachi,Automatic,,2850000,5-10 lac
Toyota,,2010,1300,Local,Lahore,Manual,,1480000,25-50 lac
Toyota,,2015,1000,Imported,Lahore,Automatic,,1680000,10-15 lac
Suzuki,,2008,1000,Local,Karachi,Manual,,590000,15-20 lac
Suzuki,,2010,1000,Local,Karachi,Manual,,660000,5-10 lac
Suzuki,,2021,1000,Local,Karachi,Automatic,,2350000,5-10 lac
Suzuki,,2019,1000,Local,Lahore,Manual,,830000,20-25 lac
Toyota,,2013,1000,Imported,Islamabad,Automatic,,2040000,5-10 lac
Suzuki,,2011,800,Local,Lahore,Manual,,710000,20-25 lac
Toyota,,2019,1000,Imported,Un-Registered,Automatic,,2800000,5-10 lac
Honda,,2006,1500,Local,Faisalabad,Automatic,,1375000,25-50 lac
Suzuki,,2004,1000,Imported,Karachi,Manual,,370000,10-15 lac
Suzuki,,2019,660,Local,Lahore,Automatic,,1600000,under 5 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2660000,15-20 lac
Audi,,2016,1200,Imported,Lahore,Automatic,,5700000,25-50 lac
Daihatsu,,2018,660,Imported,Un-Registered,Automatic,,2250000,50-100 lac
MG,,2021,1500,Imported,Multan,Automatic,,4600000,20-25 lac
Toyota,,2016,1300,Local,Karachi,Automatic,,2520000,25-50 lac
Suzuki,,2010,1000,Local,Karachi,Manual,,829000,25-50 lac
Suzuki,,2016,800,Local,Islamabad,Manual,,850000,5-10 lac
Hyundai,,2005,1000,Local,Karachi,Manual,,760000,5-10 lac
Honda,,2014,1500,Imported,Islamabad,Automatic,,2790000,5-10 lac
Honda,,2020,1800,Local,Islamabad,Automatic,,2250000,25-50 lac
Toyota,,2015,1300,Local,Islamabad,Automatic,,2550000,20-25 lac
Toyota,,2017,1000,Imported,Karachi,Automatic,,270000,25-50 lac
Toyota,,2005,3000,Imported,Karachi,Automatic,,2800000,under 5 lac
Toyota,,2011,1600,Local,Islamabad,Manual,,2350000,25-50 lac
Toyota,,2018,1800,Local,Islamabad,Automatic,,3850000,20-25 lac
Toyota,,2016,1300,Local,Lahore,Manual,,2600000,25-50 lac
Toyota,,2018,1300,Local,Lahore,Manual,,2900000,25-50 lac
Honda,,2015,1800,Local,Karachi,Automatic,,2850000,25-50 lac
Toyota,,2016,1300,Local,Karachi,Automatic,,2585000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2700000,25-50 lac
Toyota,,2011,1600,Local,Karachi,Automatic,,2100000,25-50 lac
Toyota,,2020,2800,Local,Lahore,Automatic,,9900000,20-25 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2750000,50-100 lac
Toyota,,2016,2700,Imported,Un-Registered,Automatic,,17000000,25-50 lac
Toyota,,2008,1800,Local,Islamabad,Automatic,,1800000,FALSE
Suzuki,,2016,660,Imported,Un-Registered,Automatic,,1495000,15-20 lac
Toyota,,2019,1500,Imported,Karachi,Automatic,,3500000,10-15 lac
Suzuki,,2015,660,Imported,Un-Registered,Automatic,,1535000,25-50 lac
Toyota,,2018,2800,Local,Islamabad,Automatic,,9100000,15-20 lac
Toyota,,2009,1300,Local,Karachi,Manual,,1800000,50-100 lac
Hyundai,,2021,2000,Local,Un-Registered,Automatic,,6100000,15-20 lac
Toyota,,2017,2700,Local,Islamabad,Automatic,,8000000,50-100 lac
Suzuki,,2015,800,Local,Multan,Manual,,650000,50-100 lac
Honda,,2021,1300,Local,Lahore,Manual,,1450000,5-10 lac
Suzuki,,2018,1000,Local,Lahore,Automatic,,2040000,10-15 lac
Suzuki,,2007,800,Local,Peshawar,Manual,,650000,20-25 lac
Honda,,2004,1300,Local,Peshawar,Manual,,1200000,5-10 lac
Toyota,,2020,1300,Local,Okara,Automatic,,3100000,10-15 lac
Honda,,1999,1600,Local,Karachi,Manual,,770000,25-50 lac
Honda,,2007,1800,Local,Lahore,Automatic,,1600000,5-10 lac
Honda,,2020,1800,Local,Islamabad,Automatic,,4350000,15-20 lac
Honda,,2018,1800,Local,Islamabad,Automatic,,3700000,25-50 lac
Toyota,,2013,1300,Local,Islamabad,Manual,,2250000,25-50 lac
Honda,,2013,1300,Local,Karachi,Manual,,1850000,20-25 lac
Honda,,2016,1800,Local,Lahore,Automatic,,3250000,15-20 lac
Mitsubishi,,2014,660,Imported,Lahore,Automatic,,1700000,25-50 lac
Honda,,2004,1300,Imported,Lahore,Automatic,,1275000,15-20 lac
Mercedes,,2007,1800,Imported,Islamabad,Automatic,,3025000,10-15 lac
Suzuki,,2008,800,Local,Faisalabad,Manual,,500000,25-50 lac
Honda,,2015,1300,Local,Karachi,Manual,,2025000,under 5 lac
Mercedes,,2009,1600,Imported,Lahore,Manual,,3650000,20-25 lac
Toyota,,2010,2700,Imported,Lahore,Automatic,,12100000,25-50 lac
Toyota,,2010,3000,Local,Karachi,Automatic,,4300000,FALSE
Toyota,,2005,1000,Imported,Lahore,Automatic,,1504000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2625000,15-20 lac
Honda,,2004,1300,Local,Lahore,Automatic,,1180000,25-50 lac
Toyota,,2017,2700,Local,Karachi,Automatic,,8250000,10-15 lac
Suzuki,,2018,1300,Local,Lahore,Automatic,,2050000,50-100 lac
Suzuki,,2016,1000,Local,Lahore,Manual,,1430000,20-25 lac
Toyota,,2009,1300,Local,Lahore,Manual,,1500000,10-15 lac
Suzuki,,2011,660,Imported,Lahore,Automatic,,1170000,10-15 lac
Toyota,,2017,1300,Local,Islamabad,Automatic,,2900000,10-15 lac
Mercedes,,2006,1800,Imported,Lahore,Automatic,,4000000,25-50 lac
Toyota,,1993,1500,Local,Lahore,Manual,,1135000,25-50 lac
Suzuki,,1991,800,Local,Karachi,Manual,,220000,10-15 lac
Suzuki,,2014,800,Local,Islamabad,Manual,,850000,under 5 lac
Honda,,2021,1500,Local,Un-Registered,Automatic,,3070000,5-10 lac
Suzuki,,2016,800,Local,Karachi,Manual,,840000,25-50 lac
Suzuki,,2016,800,Local,Karachi,Manual,,835000,5-10 lac
Honda,,2002,1600,Local,Lahore,Manual,,875000,5-10 lac
Toyota,,2007,1000,Imported,Rawalpindi,Automatic,,1150000,5-10 lac
Suzuki,,2015,1300,Local,Karachi,Manual,,1560000,10-15 lac
Toyota,,2012,2500,Imported,Lahore,Automatic,,4849000,15-20 lac
Suzuki,,2017,1300,Local,Lahore,Manual,,1625000,25-50 lac
Honda,,2015,1500,Imported,Un-Registered,Automatic,,4360000,15-20 lac
Toyota,,2014,1000,Imported,Karachi,Automatic,,1800000,25-50 lac
Toyota,,2015,1800,Local,Islamabad,Automatic,,3000000,15-20 lac
Toyota,,2007,1500,Imported,Lahore,Automatic,,1950000,25-50 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3860000,15-20 lac
Toyota,,2011,1000,Imported,Lahore,Automatic,,1795000,25-50 lac
Daihatsu,,2017,660,Imported,Lahore,Automatic,,1965000,15-20 lac
Toyota,,2018,1800,Local,Islamabad,Automatic,,3770000,15-20 lac
Toyota,,2000,1500,Local,Peshawar,Manual,,1050000,25-50 lac
Suzuki,,2016,660,Imported,Lahore,Automatic,,1380000,10-15 lac
Changan,,2020,1000,Local,Islamabad,Manual,,1650000,10-15 lac
Changan,,2021,1300,Local,Un-Registered,Manual,,2450000,15-20 lac
Honda,,2010,1300,Local,Lahore,Manual,,1800000,20-25 lac
Toyota,,2019,1600,Local,Islamabad,Automatic,,3525000,15-20 lac
Honda,,2018,1300,Local,Lahore,Automatic,,2500000,25-50 lac
Toyota,,2017,3000,Local,Karachi,Automatic,,6500000,20-25 lac
Suzuki,,2010,1000,Local,Lahore,Manual,,750000,50-100 lac
Toyota,,2014,1500,Imported,Karachi,Automatic,,2295000,5-10 lac
Toyota,,2016,1300,Local,Islamabad,Automatic,,2780000,20-25 lac
Honda,,2015,1300,Local,Lahore,Manual,,2100000,25-50 lac
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2750000,20-25 lac
Honda,,2016,1300,Local,Islamabad,Manual,,2150000,25-50 lac
Suzuki,,2015,660,Imported,Un-Registered,Automatic,,1290000,20-25 lac
Honda,,2011,1800,Local,Lahore,Automatic,,2200000,10-15 lac
Honda,,2017,1800,Local,Lahore,Automatic,,3730000,20-25 lac
Toyota,,2004,2700,Imported,Islamabad,Automatic,,5800000,25-50 lac
Honda,,2019,1800,Local,Islamabad,Automatic,,4065000,50-100 lac
Honda,,2016,1500,Imported,Un-Registered,Automatic,,4800000,25-50 lac
Toyota,,2018,1800,Local,Islamabad,Automatic,,3825000,25-50 lac
Honda,,2015,1500,Imported,Un-Registered,Automatic,,4450000,25-50 lac
Mitsubishi,,2018,660,Imported,Un-Registered,Automatic,,2125000,25-50 lac
Honda,,2015,1800,Local,Karachi,Automatic,,2550000,20-25 lac
Honda,,2020,1800,Local,Un-Registered,Automatic,,4150000,25-50 lac
Honda,,2018,1800,Local,Karachi,Automatic,,3825000,25-50 lac
Toyota,,2019,1300,Local,Karachi,Automatic,,3150000,25-50 lac
Toyota,,2018,1500,Imported,Karachi,Automatic,,3350000,25-50 lac
Toyota,,2013,1000,Imported,Karachi,Automatic,,1750000,25-50 lac
Honda,,2018,1500,Local,Lahore,Automatic,,3120000,15-20 lac
Honda,,2006,1600,Local,Islamabad,Automatic,,1550000,25-50 lac
Suzuki,,2021,660,Local,Un-Registered,Manual,,1290000,15-20 lac
Toyota,,1999,1300,Local,Lahore,Manual,,900000,10-15 lac
Honda,,1998,1300,Local,Lahore,Manual,,620000,5-10 lac
Honda,,2017,1800,Local,Karachi,Automatic,,3300000,5-10 lac
Honda,,2002,1500,Local,Lahore,Automatic,,950000,25-50 lac
Honda,,2020,1800,Local,Lahore,Automatic,,2050000,5-10 lac
Honda,,2018,1800,Local,Lahore,Automatic,,3830000,20-25 lac
Honda,,2006,1600,Local,Karachi,Automatic,,1550000,25-50 lac
Toyota,,2014,1300,Local,Islamabad,Automatic,,2590000,15-20 lac
Suzuki,,2013,800,Local,Islamabad,Manual,,725000,25-50 lac
Toyota,,2008,1300,Local,Karachi,Manual,,1200000,5-10 lac
Suzuki,,2019,800,Local,Islamabad,Manual,,1150000,10-15 lac
Honda,,2013,1500,Local,Lahore,Automatic,,2045000,10-15 lac
Suzuki,,2006,1000,Local,Karachi,Manual,,700000,20-25 lac
Toyota,,2012,2700,Imported,Islamabad,Automatic,,14000000,5-10 lac
Suzuki,,2017,800,Local,Karachi,Manual,,875000,FALSE
Toyota,,2017,1300,Local,Lahore,Automatic,,2875000,5-10 lac
Toyota,,2020,1300,Local,Karachi,Automatic,,3075000,25-50 lac
Suzuki,,2014,1000,Local,Lahore,Manual,,1215000,25-50 lac
Toyota,,2012,1600,Local,Islamabad,Automatic,,2750000,10-15 lac
Toyota,,2015,1000,Imported,Lahore,Automatic,,1835000,25-50 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2295000,15-20 lac
Toyota,,2017,1800,Imported,Un-Registered,Automatic,,6175000,20-25 lac
Nissan,,2017,1200,Imported,Un-Registered,Automatic,,2925000,50-100 lac
Toyota,,2017,1000,Imported,Un-Registered,Automatic,,2375000,25-50 lac
Suzuki,,2015,1000,Local,Karachi,Manual,,1255000,20-25 lac
Toyota,,2013,1300,Local,Lahore,Manual,,1970000,10-15 lac
Suzuki,,2015,800,Local,Karachi,Manual,,760000,15-20 lac
Daihatsu,,2014,660,Imported,Karachi,Automatic,,1630000,5-10 lac
Suzuki,,2012,800,Local,Lahore,Manual,,680000,15-20 lac
Toyota,,2014,1000,Imported,Karachi,Automatic,,2200000,5-10 lac
Suzuki,,2008,1000,Local,Islamabad,Manual,,885000,20-25 lac
Toyota,,2015,1300,Local,Lahore,Manual,,2300000,5-10 lac
Suzuki,,2007,1000,Local,Lahore,Manual,,860000,20-25 lac
Toyota,,2014,1300,Local,Islamabad,Automatic,,2390000,5-10 lac
Toyota,,2019,1300,Local,Lahore,Manual,,3250000,20-25 lac
Honda,,2005,1300,Local,Lahore,Automatic,,1250000,25-50 lac
Honda,,2021,1300,Local,Un-Registered,Manual,,2900000,10-15 lac
MG,,2021,1500,Local,Un-Registered,Automatic,,6050000,25-50 lac
Toyota,,2007,4000,Imported,Islamabad,Automatic,,10500000,50-100 lac
Toyota,,1992,2400,Local,Lahore,Manual,,1100000,FALSE
Toyota,,2018,1000,Imported,Un-Registered,Automatic,,2650000,10-15 lac
Toyota,,2012,1800,Imported,Islamabad,Automatic,,2850000,25-50 lac
Honda,,2003,1600,Local,Rawalpindi,Manual,,1500000,25-50 lac
Toyota,,2017,1300,Imported,Lahore,Manual,,2730000,10-15 lac
Honda,,2013,1800,Imported,Lahore,Automatic,,1890000,25-50 lac
Toyota,,2020,1800,Local,Lahore,Automatic,,1950000,15-20 lac
